"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2006-Q3","Q3-2006","1","RATIOS","0","Units",,,138.252018365116,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2006-Q4","Q4-2006","1","RATIOS","0","Units",,,138.56322954511,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2007","2007","1","RATIOS","0","Units",,,139.725655237707,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2007-Q1","Q1-2007","1","RATIOS","0","Units",,,138.980521906578,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2007-Q2","Q2-2007","1","RATIOS","0","Units",,,139.157895924984,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2007-Q3","Q3-2007","1","RATIOS","0","Units",,,140.042652300743,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2007-Q4","Q4-2007","1","RATIOS","0","Units",,,140.721550818524,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2008","2008","1","RATIOS","0","Units",,,138.99330628662,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2008-Q1","Q1-2008","1","RATIOS","0","Units",,,138.232461728331,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2008-Q2","Q2-2008","1","RATIOS","0","Units",,,138.965656351204,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,140.487357226352,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,138.287749840591,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2009","2009","1","RATIOS","0","Units",,,134.171223103407,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,137.825458562624,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,134.486719316338,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,132.399634064136,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,131.973080470529,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2010","2010","1","RATIOS","0","Units",,,130.647649779527,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,131.84248801257,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,131.629947490318,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,130.219616095883,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,128.898547519335,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2011","2011","1","RATIOS","0","Units",,,125.350919130226,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,127.748696586754,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,126.281522731397,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,124.741151914663,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,122.632305288092,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2012","2012","1","RATIOS","0","Units",,,116.219415109413,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,119.908578272975,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,118.462028992828,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,113.004568576475,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,113.502484595373,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2013","2013","1","RATIOS","0","Units",,,108.416272722026,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,110.658727207972,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,108.337002019404,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,107.662338852234,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,107.007022808495,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2014","2014","1","RATIOS","0","Units",,,106.856446067339,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,106.535981437583,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,107.071745440025,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,106.666826405851,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,107.1512309859,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2015","2015","1","RATIOS","0","Units",,,108.993331810135,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,108.073391621179,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,108.771098340016,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,109.531812794855,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,109.597024484491,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016","2016","1","RATIOS","0","Units",,,111.754917645303,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,109.97941460293,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,110.768178593907,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,112.458102233222,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,113.813975151154,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017","2017","1","RATIOS","0","Units",,,118.022067163394,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,116.175981289599,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,117.355562461421,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,118.298122609304,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,120.258602293254,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018","2018","1","RATIOS","0","Units",,,124.210375540649,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,122.100170329556,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,122.975471232644,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,125.278076277982,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,126.487784322412,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019","2019","1","RATIOS","0","Units",,,129.211949741489,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,127.806162150125,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,129.066262435223,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,129.214710843049,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,130.760663537561,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,131.911931138812,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,133.418244616596,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2005","2005","IDX","Index","0","Units",,,94.0926154944515,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,95.1155307643694,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,92.8858852680133,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,95.0401026955306,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,93.3289432498929,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2006","2006","IDX","Index","0","Units",,,92.7187163439527,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,93.0779884908907,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,92.8063867829148,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,91.7999751961508,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,93.1905149058545,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2007","2007","IDX","Index","0","Units",,,89.7075506584264,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,88.7397955682455,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,89.8703348814532,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,90.0519844765458,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,90.168087707461,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,89.788081388883,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,90.8343793903028,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,90.1944453498333,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,89.1010096663726,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,89.0224911490232,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,89.5662740800801,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,88.8629741182972,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,89.2348107011815,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,89.5759582889413,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,90.5913532119002,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,89.4298411026423,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,89.275089649653,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,89.4826993193122,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,89.9787008098502,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,88.9828746317537,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,91.4145851435521,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,91.4129002147979,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,91.4296100630248,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,91.2957989902357,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,91.5200313061502,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,93.4298964668511,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,92.2973660978101,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,92.421004740238,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,93.9924194640285,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,95.0087955653277,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,95.1202974264086,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,94.6993164444411,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,95.3860677805805,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,95.2350346332509,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,95.1607708473621,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,96.6556357287137,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,95.8994739224231,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,96.5831487628123,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,97.1699038536659,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,96.9700163759536,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.6777511526797,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.6402412871251,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.168299661186,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,101.513707899009,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,106.319203493727,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.692462836228,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.573994135235,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,107.399517897658,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.610839105787,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,111.281370588171,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.339445732124,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,110.258329971934,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,111.920362858154,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,113.607343790474,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,116.932602943951,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,114.976484628187,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,115.950915997877,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,118.02365929356,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,118.779351856179,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,121.925822026095,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,119.450820533011,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,121.181244552307,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,122.464693472684,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,124.606529546377,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,126.136036719385,,
"DEU","Germany","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,127.349056436808,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2005","2005","1","RATIOS","0","Units",,,117.708131399853,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q1","Q1-2005","1","RATIOS","0","Units",,,114.699930973058,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q2","Q2-2005","1","RATIOS","0","Units",,,116.38634823902,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q3","Q3-2005","1","RATIOS","0","Units",,,118.627695176998,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2005-Q4","Q4-2005","1","RATIOS","0","Units",,,121.118551210335,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2006","2006","1","RATIOS","0","Units",,,124.84817756242,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q1","Q1-2006","1","RATIOS","0","Units",,,121.764689985466,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q2","Q2-2006","1","RATIOS","0","Units",,,124.320278019935,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q3","Q3-2006","1","RATIOS","0","Units",,,125.977007672685,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2006-Q4","Q4-2006","1","RATIOS","0","Units",,,127.330734571592,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2007","2007","1","RATIOS","0","Units",,,132.006706863452,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q1","Q1-2007","1","RATIOS","0","Units",,,130.165457401282,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q2","Q2-2007","1","RATIOS","0","Units",,,131.863780274901,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q3","Q3-2007","1","RATIOS","0","Units",,,132.555798967697,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2007-Q4","Q4-2007","1","RATIOS","0","Units",,,133.441790809927,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2008","2008","1","RATIOS","0","Units",,,135.17440110226,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q1","Q1-2008","1","RATIOS","0","Units",,,134.500722200218,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q2","Q2-2008","1","RATIOS","0","Units",,,135.455636100124,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q3","Q3-2008","1","RATIOS","0","Units",,,135.60772111009,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2008-Q4","Q4-2008","1","RATIOS","0","Units",,,135.133524998607,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2009","2009","1","RATIOS","0","Units",,,131.797687898486,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q1","Q1-2009","1","RATIOS","0","Units",,,132.870543753017,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,130.774197092945,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,132.082756019122,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,131.46325472886,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2010","2010","1","RATIOS","0","Units",,,134.338758487987,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,132.853079884427,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,133.790541417923,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,134.657935545443,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,136.053477104155,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2011","2011","1","RATIOS","0","Units",,,138.127570783092,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,136.976077814856,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,137.794712339539,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,138.703885480868,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,139.035607497103,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2012","2012","1","RATIOS","0","Units",,,139.074099639224,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,139.848104086744,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,139.350308272101,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,138.753621636194,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,138.344364561857,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2013","2013","1","RATIOS","0","Units",,,138.879435801345,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,139.624322444321,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,139.253907442542,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,138.729667850547,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,137.90984546797,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2014","2014","1","RATIOS","0","Units",,,135.276119409662,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,134.95056819078,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,135.214670960705,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,134.549419918787,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,136.389818568375,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2015","2015","1","RATIOS","0","Units",,,136.114106736245,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,134.082199092646,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,136.010079455212,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,136.988044634569,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,137.376103762551,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2016","2016","1","RATIOS","0","Units",,,138.40637869828,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,136.979363090912,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,138.155246123677,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,138.899923629928,,
"BEL","Belgium","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,139.590981948605,,
